,0,1,Year,b_id
267,Immigration Percent,0.20416662344167505,2015,17
268,Regular Percent,0.19504851037123228,2015,17
269,Uninhabited Percent,0.14809872659945356,2015,17
270,Distance from Public Transportation,0.5757511097183922,2015,18
271,Longitude,0.5371743538980724,2015,18
272,Health Provider Distance,0.5063031330463885,2015,18
273,Computer Percent,0.5024234558091019,2015,18
274,Sports Center Distance,0.4688306377324482,2015,18
275,Public Wifi Distance,0.4584992627351348,2015,18
276,Uninhabited Percent,0.4584467677726512,2015,18
277,Education Percent,0.4535245345542034,2015,18
278,Immigration Percent,0.4246365567600594,2015,18
279,Owner Percent,0.4233532801677322,2015,18
280,Rent Percent,0.40990792532545095,2015,18
281,Regular Percent,0.38458518428182176,2015,18
282,Latitude,0.3780083020193277,2015,18
283,Cellular Percent,0.3235969739485389,2015,18
284,Reported Barrio,0.0,2015,18
285,Latitude,0.51401638617306,2015,19
286,Longitude,0.449623465827266,2015,19
287,Computer Percent,0.4266406062171617,2015,19
288,Distance from Public Transportation,0.42102488423169415,2015,19
289,Health Provider Distance,0.41460685413124576,2015,19
290,Owner Percent,0.4070087537792713,2015,19
291,Rent Percent,0.40368714549602736,2015,19
292,Uninhabited Percent,0.3825759034156797,2015,19
293,Education Percent,0.3737293124395702,2015,19
294,Cellular Percent,0.3730725745276415,2015,19
295,Sports Center Distance,0.3708829541525147,2015,19
296,Immigration Percent,0.3590057528423736,2015,19
297,Regular Percent,0.3582275130571975,2015,19
298,Public Wifi Distance,0.3204604965173541,2015,19
299,Reported Barrio,0.014480837921494459,2015,19
300,Latitude,0.2778767591708131,2015,20
301,Uninhabited Percent,0.26572470073925203,2015,20
302,Immigration Percent,0.251207620797002,2015,20
303,Computer Percent,0.224692745805253,2015,20
304,Sports Center Distance,0.2169616976832276,2015,20
305,Owner Percent,0.20977459938948614,2015,20
306,Education Percent,0.18837390485448435,2015,20
307,Cellular Percent,0.18300100306309,2015,20
308,Longitude,0.15096686732792808,2015,20
309,Regular Percent,0.1347158285340706,2015,20
310,Distance from Public Transportation,0.1291739726949177,2015,20
311,Rent Percent,0.02257228374118569,2015,20
312,Public Wifi Distance,0.0,2015,20
313,Health Provider Distance,0.0,2015,20
314,Reported Barrio,0.0,2015,20
315,Health Provider Distance,0.4177268972688069,2015,21
316,Latitude,0.3665408659100597,2015,21
317,Longitude,0.3526734458377345,2015,21
318,Distance from Public Transportation,0.3341201362673849,2015,21
319,Uninhabited Percent,0.2901419957399778,2015,21
320,Public Wifi Distance,0.28351722537278823,2015,21
321,Education Percent,0.2810551603808169,2015,21
322,Cellular Percent,0.26979562467016915,2015,21
323,Sports Center Distance,0.26686485555678185,2015,21
324,Rent Percent,0.24996629071248003,2015,21
325,Immigration Percent,0.2432256178706642,2015,21
326,Regular Percent,0.2173075448754842,2015,21
327,Owner Percent,0.21391599703797134,2015,21
328,Computer Percent,0.16731629961707606,2015,21
329,Reported Barrio,0.0,2015,21
330,Cellular Percent,0.7426698735568809,2015,22
331,Education Percent,0.6936335803571967,2015,22
332,Distance from Public Transportation,0.6879056352598099,2015,22
333,Regular Percent,0.6527439584675965,2015,22
334,Longitude,0.6408815214705439,2015,22
335,Sports Center Distance,0.6266730763633817,2015,22
336,Uninhabited Percent,0.6150079385886564,2015,22
337,Owner Percent,0.6096385053226228,2015,22
338,Health Provider Distance,0.6033425007547715,2015,22
339,Rent Percent,0.5950387585875254,2015,22
340,Latitude,0.5628898096036403,2015,22
341,Immigration Percent,0.5599233405782134,2015,22
342,Computer Percent,0.4492976294209199,2015,22
343,Public Wifi Distance,0.4326420402429805,2015,22
344,Reported Barrio,0.2529927025282881,2015,22
345,Rent Percent,0.427763130265638,2015,23
346,Education Percent,0.4208142152287167,2015,23
347,Owner Percent,0.4132279942014709,2015,23
348,Cellular Percent,0.4115443571939776,2015,23
349,Immigration Percent,0.4079799437764633,2015,23
350,Regular Percent,0.36339429056080697,2015,23
351,Latitude,0.3386588539065913,2015,23
352,Uninhabited Percent,0.3168290610648632,2015,23
353,Computer Percent,0.29773443296231195,2015,23
354,Distance from Public Transportation,0.2952204753096885,2015,23
355,Sports Center Distance,0.29133550962026034,2015,23
356,Longitude,0.21104608696859506,2015,23
357,Health Provider Distance,0.20107016523338928,2015,23
358,Public Wifi Distance,0.19441260454712014,2015,23
359,Reported Barrio,0.09668371893998697,2015,23
360,Distance from Public Transportation,0.4113915730180793,2015,24
361,Reported Barrio,0.4009888856497588,2015,24
362,Longitude,0.3960840268604997,2015,24
363,Health Provider Distance,0.35900376366434994,2015,24
364,Latitude,0.3426384163680356,2015,24
365,Public Wifi Distance,0.32483384330020915,2015,24
366,Owner Percent,0.31073555623764904,2015,24
367,Education Percent,0.3087744780070745,2015,24
368,Regular Percent,0.29977312826962565,2015,24
369,Cellular Percent,0.2923979529975371,2015,24
370,Computer Percent,0.2831554981009523,2015,24
371,Sports Center Distance,0.2829982985108228,2015,24
372,Immigration Percent,0.24686411187476495,2015,24
373,Rent Percent,0.24360940206664905,2015,24
374,Uninhabited Percent,0.1928658191221677,2015,24
375,Latitude,0.6231617587061273,2015,25
376,Sports Center Distance,0.5853957444621556,2015,25
377,Distance from Public Transportation,0.5453034594712265,2015,25
378,Public Wifi Distance,0.4503438255498109,2015,25
379,Health Provider Distance,0.4119696392762293,2015,25
380,Cellular Percent,0.3914594004446888,2015,25
381,Uninhabited Percent,0.35070346029824684,2015,25
382,Longitude,0.3462933895848983,2015,25
383,Immigration Percent,0.3329214898287054,2015,25
384,Owner Percent,0.3198737114255579,2015,25
385,Education Percent,0.2932904914200201,2015,25
386,Rent Percent,0.2925364015281597,2015,25
387,Computer Percent,0.2626314781938892,2015,25
388,Regular Percent,0.2558617291802809,2015,25
389,Reported Barrio,0.0,2015,25
390,Health Provider Distance,0.6994379971503211,2015,26
391,Sports Center Distance,0.529817022577721,2015,26
392,Latitude,0.5294125562370295,2015,26
393,Longitude,0.4904690278962995,2015,26
394,Distance from Public Transportation,0.4631593706918187,2015,26
395,Public Wifi Distance,0.4558647083005822,2015,26
396,Immigration Percent,0.43090164162226063,2015,26
397,Uninhabited Percent,0.3764944599490878,2015,26
398,Cellular Percent,0.3710127874283939,2015,26
399,Computer Percent,0.2531230831275875,2015,26
400,Regular Percent,0.24609894369295796,2015,26
401,Rent Percent,0.23797350703119505,2015,26
402,Education Percent,0.2305367004700343,2015,26
403,Owner Percent,0.22046094761308188,2015,26
404,Reported Barrio,0.07304265940509169,2015,26
405,Longitude,0.3497630254684139,2015,27
406,Latitude,0.3382876497310909,2015,27
407,Health Provider Distance,0.3341040212880806,2015,27
408,Public Wifi Distance,0.3123287716471625,2015,27
409,Sports Center Distance,0.2728902568457849,2015,27
410,Regular Percent,0.23736772985857346,2015,27
411,Rent Percent,0.19803423654304186,2015,27
412,Distance from Public Transportation,0.1966185122034041,2015,27
413,Cellular Percent,0.194234978568784,2015,27
414,Reported Barrio,0.1838178997541986,2015,27
415,Uninhabited Percent,0.159033911471107,2015,27
416,Immigration Percent,0.12431960540362752,2015,27
417,Education Percent,0.04837215014309626,2015,27
418,Owner Percent,0.047328377045418264,2015,27
419,Computer Percent,0.01754722773493089,2015,27
420,Distance from Public Transportation,0.2728915521680668,2015,28
421,Sports Center Distance,0.2179394604587648,2015,28
422,Cellular Percent,0.21060508356779195,2015,28
423,Latitude,0.20767646105666326,2015,28
424,Regular Percent,0.2006963443726364,2015,28
425,Longitude,0.19895132819194566,2015,28
426,Owner Percent,0.1955392966474228,2015,28
427,Education Percent,0.18482236962393284,2015,28
428,Rent Percent,0.17886340157819447,2015,28
429,Public Wifi Distance,0.15163017377681687,2015,28
430,Immigration Percent,0.14066605240348773,2015,28
431,Uninhabited Percent,0.12747438340513595,2015,28
432,Computer Percent,0.08487893591703967,2015,28
433,Health Provider Distance,0.04124020042516774,2015,28
434,Reported Barrio,0.0,2015,28
435,Latitude,0.5173833345197312,2015,29
436,Education Percent,0.4852795500609482,2015,29
437,Sports Center Distance,0.4820523052600865,2015,29
438,Distance from Public Transportation,0.4441783372542236,2015,29
439,Immigration Percent,0.44126911956750936,2015,29
440,Owner Percent,0.4403920246526217,2015,29
441,Longitude,0.43649926680673395,2015,29
442,Public Wifi Distance,0.4302626682163191,2015,29
443,Rent Percent,0.3977652624038925,2015,29
444,Cellular Percent,0.3963563343141416,2015,29
445,Computer Percent,0.39593450425129184,2015,29
446,Regular Percent,0.3914337468846254,2015,29
447,Uninhabited Percent,0.3780530442234591,2015,29
448,Health Provider Distance,0.32243439259787765,2015,29
449,Reported Barrio,0.14946330476139136,2015,29
450,Latitude,0.3971933274246355,2015,30
451,Longitude,0.3625624786987607,2015,30
452,Rent Percent,0.3585218991783008,2015,30
453,Owner Percent,0.3484953571351128,2015,30
454,Immigration Percent,0.2860263554171265,2015,30
455,Public Wifi Distance,0.2829129531026773,2015,30
456,Education Percent,0.2309641183669249,2015,30
457,Cellular Percent,0.192013266626168,2015,30
458,Computer Percent,0.1807849537671915,2015,30
459,Distance from Public Transportation,0.1620091317509118,2015,30
460,Regular Percent,0.1337993621242397,2015,30
461,Health Provider Distance,0.13199532107183345,2015,30
462,Reported Barrio,0.11848527994297785,2015,30
463,Sports Center Distance,0.05174892338936843,2015,30
464,Uninhabited Percent,0.023734844052368587,2015,30
465,Public Wifi Distance,0.3510643911922973,2015,31
466,Cellular Percent,0.2605265499774938,2015,31
467,Latitude,0.2228522593095992,2015,31
468,Distance from Public Transportation,0.19585615640663168,2015,31
469,Longitude,0.19398322901181372,2015,31
470,Regular Percent,0.1877296005533493,2015,31
471,Health Provider Distance,0.1810118248074879,2015,31
472,Education Percent,0.1709422135677472,2015,31
473,Computer Percent,0.16916621479151228,2015,31
474,Immigration Percent,0.14432591960125896,2015,31
475,Owner Percent,0.13573577549778634,2015,31
476,Rent Percent,0.09888139163903142,2015,31
477,Uninhabited Percent,0.09815011437493837,2015,31
478,Sports Center Distance,0.09727972605215207,2015,31
479,Reported Barrio,0.0,2015,31
480,Latitude,0.4370174977682355,2015,32
481,Distance from Public Transportation,0.3210248319570685,2015,32
482,Public Wifi Distance,0.2763754755635386,2015,32
483,Owner Percent,0.2002815509279663,2015,32
484,Immigration Percent,0.17527987138254053,2015,32
485,Cellular Percent,0.17372249219131186,2015,32
486,Education Percent,0.16076605013714973,2015,32
487,Sports Center Distance,0.14837462087573486,2015,32
488,Uninhabited Percent,0.1381762090591505,2015,32
489,Computer Percent,0.1241440649617771,2015,32
490,Health Provider Distance,0.11292185502300932,2015,32
491,Regular Percent,0.11027217147187196,2015,32
492,Rent Percent,0.09696860102647786,2015,32
493,Reported Barrio,0.05914508635747584,2015,32
494,Longitude,0.0558167284245874,2015,32
495,Public Wifi Distance,0.5119429278331857,2015,33
496,Distance from Public Transportation,0.4481127802186236,2015,33
497,Cellular Percent,0.43095186520609374,2015,33
498,Uninhabited Percent,0.4298445172849057,2015,33
499,Immigration Percent,0.4204697981535319,2015,33
500,Education Percent,0.4111556030453678,2015,33
501,Longitude,0.3854437704149616,2015,33
502,Rent Percent,0.3724493857325095,2015,33
503,Computer Percent,0.35398136891763343,2015,33
504,Latitude,0.34069654628396684,2015,33
505,Regular Percent,0.3168920449569823,2015,33
506,Owner Percent,0.3164622702893181,2015,33
507,Health Provider Distance,0.30801362250439895,2015,33
508,Sports Center Distance,0.2772801068382873,2015,33
509,Reported Barrio,0.02093492260182916,2015,33
510,Longitude,0.507709077180877,2015,34
511,Distance from Public Transportation,0.4739108198826192,2015,34
512,Public Wifi Distance,0.4711145769099059,2015,34
513,Immigration Percent,0.2741546158781321,2015,34
514,Latitude,0.2410135750565823,2015,34
515,Rent Percent,0.21386563121298607,2015,34
516,Computer Percent,0.188331038354864,2015,34
517,Education Percent,0.1702485810206904,2015,34
518,Regular Percent,0.16574455706869218,2015,34
519,Owner Percent,0.1120946122422768,2015,34
520,Sports Center Distance,0.08679786919381738,2015,34
521,Health Provider Distance,0.08341232250796128,2015,34
522,Reported Barrio,0.05296586334202413,2015,34
523,Uninhabited Percent,0.0397711344906122,2015,34
524,Cellular Percent,0.022490771063190085,2015,34
525,Rent Percent,0.6905378733687582,2015,35
526,Latitude,0.6168853882914314,2015,35
527,Regular Percent,0.5962361679488093,2015,35
528,Cellular Percent,0.5662206852466327,2015,35
529,Owner Percent,0.5619138749474324,2015,35
530,Distance from Public Transportation,0.5433608556752989,2015,35
531,Education Percent,0.5363507359358404,2015,35
532,Longitude,0.5290786411011279,2015,35
533,Computer Percent,0.4834459395869994,2015,35
534,Health Provider Distance,0.4475658119627988,2015,35
535,Uninhabited Percent,0.4290612676904413,2015,35
536,Immigration Percent,0.3953703249194143,2015,35
537,Public Wifi Distance,0.3659521923960147,2015,35
538,Sports Center Distance,0.27022109514403914,2015,35
539,Reported Barrio,0.0,2015,35
540,Longitude,0.5576216314941078,2015,36
541,Regular Percent,0.5429842603589679,2015,36
542,Distance from Public Transportation,0.534631248497365,2015,36
543,Computer Percent,0.5233246546301502,2015,36
544,Rent Percent,0.5153100161456456,2015,36
545,Sports Center Distance,0.508511702451695,2015,36
546,Owner Percent,0.5070877427374603,2015,36
547,Latitude,0.4941487195660797,2015,36
548,Education Percent,0.4875119538435548,2015,36
549,Cellular Percent,0.4644491320573741,2015,36
550,Uninhabited Percent,0.4478947111812106,2015,36
551,Immigration Percent,0.4252134491609665,2015,36
552,Health Provider Distance,0.4202744175520907,2015,36
553,Public Wifi Distance,0.4007450998175903,2015,36
554,Reported Barrio,0.10483442955997037,2015,36
555,Longitude,0.2083333333333333,2015,37
556,Cellular Percent,0.20833333333333315,2015,37
557,Reported Barrio,0.16666666666666674,2015,37
558,Sports Center Distance,0.12499999999999978,2015,37
559,Distance from Public Transportation,0.04166666666666663,2015,37
560,Public Wifi Distance,0.0,2015,37
561,Health Provider Distance,0.0,2015,37
562,Uninhabited Percent,0.0,2015,37
563,Regular Percent,0.0,2015,37
564,Owner Percent,0.0,2015,37
565,Education Percent,0.0,2015,37
566,Immigration Percent,0.0,2015,37
567,Rent Percent,0.0,2015,37
568,Computer Percent,0.0,2015,37
569,Latitude,0.0,2015,37
570,Sports Center Distance,0.7799039918121079,2015,38
571,Longitude,0.7091485225659135,2015,38
572,Latitude,0.6851273178638251,2015,38
573,Health Provider Distance,0.6141914105980293,2015,38
574,Distance from Public Transportation,0.567693207958297,2015,38
575,Owner Percent,0.5453929914859175,2015,38
576,Uninhabited Percent,0.5225069312466633,2015,38
577,Rent Percent,0.5189149443461559,2015,38
578,Cellular Percent,0.5166069418094925,2015,38
579,Immigration Percent,0.5089736675705212,2015,38
580,Public Wifi Distance,0.5026677326390723,2015,38
581,Regular Percent,0.4989440982470481,2015,38
582,Computer Percent,0.491231910905539,2015,38
583,Education Percent,0.4410646779413776,2015,38
584,Reported Barrio,0.2857370881177108,2015,38
585,Health Provider Distance,0.8733398139343262,2015,39
586,Distance from Public Transportation,0.8674279984455788,2015,39
587,Latitude,0.8570885137696935,2015,39
588,Sports Center Distance,0.8384816382032549,2015,39
589,Longitude,0.8314848239839292,2015,39
590,Public Wifi Distance,0.8221533706011703,2015,39
591,Regular Percent,0.6311354643606917,2015,39
592,Rent Percent,0.6176175136661439,2015,39
593,Owner Percent,0.6080638916235164,2015,39
